,01G1,01G2,01G3,01G4,01G5,01G6,01P2,01P4a,01P5a,01C1a,01C1b,01C1c,01C1d,02G1,02G2,02G3,02G4,02G5,02G6,02P2,02P4a,02P5a,02C1a,02C1b,02C1c,02C1d,03G1,03G2,03G3,03G4,03G5,03G6,03P2,03P4a,03P5a,03C1a,03C1b,03C1c,03C1d,04G1,04G2,04G3,04G4,04G5,04G6,04P2,04P4a,04P5a,04C1a,04C1b,04C1c,04C1d,05G1,05G2,05G3,05G4,05G5,05G6,05P2,05P4a,05P5a,05C1a,05C1b,05C1c,05C1d,06G1,06G2,06G3,06G4,06G5,06G6,06P2,06P4a,06P5a,06C1a,06C1b,06C1c,06C1d,07G1,07G2,07G3,07G4,07G5,07G6,07P2,07P4a,07P5a,07C1a,07C1b,07C1c,07C1d,08G1,08G2,08G3,08G4,08G5,08G6,08P2,08P4a,08P5a,08C1a,08C1b,08C1c,08C1d,09G1,09G2,09G3,09G4,09G5,09G6,09P2,09P4a,09P5a,09C1a,09C1b,09C1c,09C1d,10G1,10G2,10G3,10G4,10G5,10G6,10P2,10P4a,10P5a,10C1a,10C1b,10C1c,10C1d,11G1,11G2,11G3,11G4,11G5,11G6,11P2,11P4a,11P5a,11C1a,11C1b,11C1c,11C1d,12G1,12G2,12G3,12G4,12G5,12G6,12P2,12P4a,12P5a,12C1a,12C1b,12C1c,12C1d,13G1,13G2,13G3,13G4,13G5,13G6,13P2,13P4a,13P5a,13C1a,13C1b,13C1c,13C1d,14G1,14G2,14G3,14G4,14G5,14G6,14P2,14P4a,14P5a,14C1a,14C1b,14C1c,14C1d
Gabon,20875.0,-23.0,0.0,11.0,-83.0,0.9,10.5,3.0,8.0,7.47,0.93,-8.34,-12.7,7388.0,-26.0,0.0,14.0,-94.0,1.5,3.7,6.0,5.0,19.13,-2.87,-8.05,-22.28,443239.0,0.0,11.0,1.0,88.0,1.2,223.9,4.0,5.0,-2.61,1.02,3.31,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,-28.0,0.0,10.0,-98.0,0.9,0.7,23.0,11.0,-13.21,-0.94,-1.03,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40961.0,63.0,1.0,10.0,-66.0,1.0,20.7,4.0,4.0,197.01,3.9,22.41,-70.7,13399.0,-7.0,0.0,16.0,-91.0,3.6,6.8,21.0,7.0,1.17,-1.73,-0.93,-2.37,1584.0,7.0,0.0,4.0,-96.0,0.0,0.8,4.0,6.0,4.93,-0.53,-0.53,4.41,1012.0,-30.0,0.0,5.0,-98.0,0.0,0.5,21.0,11.0,-15.46,0.71,2.14,-2.85,9711.0,-67.0,0.0,7.0,-87.0,4.1,4.9,10.0,7.0,-19.71,-1.35,7.86,-6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5685.0,-19.0,0.0,8.0,-92.0,1.4,2.9,3.0,3.0,-12.4,0.24,-0.38,0.99,3366850.0,-24.0,85.0,1.0,98.0,1.2,1700.6,1.0,5.0,-7.83,2.57,0.14,-1.72
Gambia,19992.0,23.0,21.0,16.0,-51.0,0.7,9.8,5.0,3.0,44.2,3.25,12.9,-31.52,43600.0,15.0,46.0,26.0,-40.0,0.4,21.4,10.0,2.0,-1.83,-0.1,0.77,18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8124.0,-38.0,8.0,2.0,-16.0,0.4,4.0,1.0,3.0,-0.37,2.74,-20.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,3021994.0,4.0,28.0,8.0,50.0,1.0,107.1,2.0,10.0,2.87,0.67,3.07,-0.96,225930.0,-1.0,2.0,6.0,-52.0,0.8,8.0,7.0,9.0,2.3,-1.47,-4.69,3.49,492154.0,6.0,4.0,3.0,9.0,1.3,17.4,2.0,2.0,-7.31,-2.07,-1.84,17.22,13266.0,-4.0,0.0,1.0,-85.0,0.4,0.5,3.0,9.0,10.72,2.86,-11.47,-4.94,411819.0,11.0,3.0,12.0,-53.0,0.6,14.6,4.0,3.0,-9.14,-0.88,5.5,18.22,1446.0,-34.0,0.0,0.0,-95.0,1.0,0.1,6.0,5.0,-11.42,-5.98,-10.78,11.46,139351.0,-10.0,1.0,15.0,-85.0,1.9,4.9,7.0,8.0,-1.24,-1.57,-4.54,2.92,75165.0,-15.0,0.0,14.0,-91.0,0.4,2.7,3.0,2.0,-11.03,-0.2,-5.62,8.27,7862.0,4.0,0.0,2.0,-93.0,0.9,0.3,1.0,1.0,5.52,-1.4,4.55,-3.87,2784.0,-34.0,0.0,5.0,-99.0,0.8,0.1,3.0,2.0,-16.32,-1.34,-2.9,4.03,9968.0,-19.0,0.0,15.0,-98.0,0.2,0.4,6.0,6.0,-7.4,-1.01,11.4,-14.72,1968.0,11.0,0.0,0.0,-94.0,1.0,0.1,2.0,5.0,3.08,6.41,10.13,-11.29,280562.0,28.0,2.0,10.0,-61.0,1.2,9.9,2.0,1.0,3.61,8.84,-7.33,30.08,1540416.0,-24.0,14.0,2.0,72.0,0.4,54.6,2.0,3.0,-9.25,2.88,-6.02,5.41
Guinea,219664.0,-8.0,10.0,10.0,-23.0,1.4,17.7,8.0,9.0,-3.84,0.29,-17.55,15.84,11851.0,30.0,0.0,9.0,-92.0,0.5,1.0,3.0,3.0,27.92,0.11,1.86,9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387.0,-46.0,0.0,9.0,-97.0,0.0,0.4,11.0,6.0,-17.89,0.03,-8.47,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55892.0,35.0,2.0,10.0,-71.0,0.1,4.5,1.0,1.0,161.02,-1.05,-0.43,-114.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.0,-63.0,0.0,6.0,-98.0,0.6,0.2,19.0,7.0,-19.62,1.68,-13.41,11.7,1390399.0,53.0,63.0,12.0,53.0,0.8,112.2,1.0,4.0,31.67,-5.63,4.23,171.22
Guinea-Bissau,265832.0,12.0,97.0,10.0,76.0,0.8,146.4,2.0,2.0,-1.31,9.72,9.36,-3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenya,2705891.0,1.0,56.0,6.0,47.0,2.0,55.8,5.0,11.0,0.1,-0.03,-0.56,2.66,379720.0,-14.0,7.0,5.0,-40.0,2.0,7.8,12.0,11.0,-8.87,-1.77,-2.71,4.17,43536.0,-20.0,0.0,3.0,-83.0,1.1,0.9,12.0,5.0,-11.85,1.88,-3.41,1.32,24726.0,-30.0,0.0,5.0,-93.0,0.9,0.5,12.0,6.0,-15.02,1.51,-4.16,2.51,314253.0,-17.0,6.0,14.0,-74.0,1.3,6.5,10.0,5.0,-9.93,0.44,-2.88,2.52,98867.0,-7.0,2.0,2.0,-53.0,0.8,2.0,6.0,6.0,10.44,0.89,-7.66,-10.69,174120.0,-21.0,3.0,11.0,-81.0,1.6,3.6,14.0,3.0,-7.85,-0.34,-3.66,0.82,105215.0,2.0,2.0,9.0,-86.0,1.5,2.2,2.0,2.0,-3.13,-2.4,0.6,9.19,14263.0,-36.0,0.0,5.0,-96.0,1.8,0.3,9.0,9.0,-16.03,2.15,-3.23,0.4,40044.0,-8.0,0.0,5.0,-90.0,0.9,0.8,8.0,5.0,-4.26,-0.38,1.89,-4.1,27503.0,-23.0,0.0,8.0,-95.0,4.7,0.6,7.0,3.0,-9.82,-5.07,-0.32,1.84,377522.0,11.0,7.0,6.0,-45.0,1.0,7.8,10.0,1.0,5.6,2.05,-2.07,2.58,150813.0,-16.0,3.0,7.0,-76.0,0.9,3.1,23.0,7.0,-9.85,1.76,-1.63,-0.37,309379.0,-5.0,6.0,8.0,-62.0,1.7,6.4,5.0,8.0,-1.81,19.74,1.47,-7.37
Lesotho,55747.0,8.0,6.0,9.0,-40.0,0.9,25.3,6.0,2.0,14.7,0.41,-10.81,5.32,24416.0,-28.0,2.0,16.0,-79.0,1.5,11.1,3.0,1.0,-4.09,-4.8,-11.02,5.14,4164.0,-27.0,0.0,3.0,-81.0,0.5,1.9,1.0,1.0,-7.19,0.43,-3.63,-4.11,15861.0,-17.0,1.0,10.0,-80.0,0.7,7.2,4.0,1.0,-10.39,-2.8,-5.49,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20715.0,-7.0,2.0,2.0,-25.0,1.6,9.4,4.0,1.0,-5.51,-7.66,5.79,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8909.0,-10.0,0.0,2.0,-62.0,1.1,4.0,1.0,1.0,-7.34,-3.7,3.65,0.5,45339.0,-7.0,5.0,4.0,-15.0,2.9,20.6,2.0,2.0,0.83,-2.88,-7.07,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431014.0,3.0,48.0,4.0,76.0,1.3,195.6,9.0,2.0,0.02,0.04,0.31,0.65,23259.0,15.0,2.0,6.0,-56.0,0.6,10.6,1.0,1.0,13.88,-0.38,-0.42,2.64,255319.0,76.0,28.0,12.0,20.0,0.7,115.9,1.0,1.0,195.53,3.55,80.56,91.34
Liberia,239067.0,-6.0,25.0,1.0,20.0,1.1,51.8,2.0,5.0,6.2,1.28,-4.83,-6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32938.0,-17.0,3.0,0.0,31.0,1.6,7.1,2.0,1.0,-13.5,2.52,3.33,-2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,-17.0,0.0,1.0,-98.0,0.0,0.3,6.0,5.0,-7.16,-0.45,2.25,-3.42,7469.0,3.0,0.0,2.0,-94.0,0.9,1.6,22.0,5.0,12.5,-1.02,-5.03,-0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3460.0,30.0,0.0,0.0,-88.0,1.0,0.7,9.0,5.0,33.63,0.29,34.26,-32.79,265736.0,-2.0,28.0,65.0,-91.0,0.9,57.6,2.0,2.0,11.28,2.08,-4.52,-11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33446.0,85.0,3.0,0.0,-45.0,0.7,7.2,1.0,1.0,1.73,0.18,-2.58,217.53,198590.0,-19.0,21.0,3.0,-29.0,0.8,43.0,3.0,8.0,-0.86,4.48,-1.41,-5.38
Madagascar,811057.0,25.0,35.0,6.0,62.0,1.0,32.6,4.0,7.0,5.22,2.66,9.99,13.93,219543.0,6.0,9.0,11.0,-21.0,0.9,8.8,5.0,3.0,2.48,-0.49,3.4,0.76,14279.0,2.0,0.0,2.0,-67.0,1.3,0.6,3.0,5.0,18.17,-2.75,0.1,-13.4,49524.0,6.0,2.0,12.0,-75.0,1.6,2.0,11.0,2.0,15.78,-8.33,6.36,-7.79,26118.0,38.0,1.0,12.0,-86.0,1.3,1.0,2.0,8.0,143.98,-0.46,3.0,-87.16,6810.0,-22.0,0.0,0.0,-55.0,2.6,0.3,4.0,1.0,-12.14,-0.25,8.05,-9.2,487539.0,58.0,21.0,8.0,33.0,0.7,19.6,1.0,7.0,143.42,-0.39,8.37,-19.73,20726.0,12.0,0.0,7.0,-82.0,0.7,0.8,13.0,4.0,18.65,-0.76,10.09,-12.6,3027.0,20.0,0.0,2.0,-91.0,0.4,0.1,13.0,3.0,26.37,-0.93,3.1,-3.93,3613.0,8.0,0.0,2.0,-91.0,0.3,0.1,12.0,4.0,17.19,-1.58,25.05,-34.12,6063.0,0.0,0.0,6.0,-93.0,0.5,0.2,13.0,9.0,43.78,-0.52,19.86,-63.49,468665.0,11.0,20.0,1.0,87.0,1.7,18.8,18.0,5.0,12.26,-0.11,-1.35,-2.52,40283.0,4.0,1.0,5.0,-61.0,0.9,1.6,11.0,3.0,20.8,0.77,-1.84,-15.85,160749.0,-12.0,7.0,19.0,-55.0,1.6,6.5,5.0,9.0,3.47,6.02,-0.43,-5.18
Malawi,737905.0,-5.0,84.0,6.0,81.0,1.1,40.8,2.0,12.0,-2.97,0.07,-2.68,2.76,103278.0,12.0,11.0,6.0,14.0,5.1,5.7,3.0,8.0,26.05,-1.51,-5.77,-5.51,6654.0,-25.0,0.0,3.0,-68.0,0.7,0.4,4.0,2.0,-11.95,0.28,-7.6,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3764.0,-16.0,0.0,25.0,-97.0,0.9,0.2,6.0,4.0,-5.9,-0.71,2.69,-5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225.0,-10.0,0.0,9.0,-96.0,0.0,0.1,4.0,3.0,-9.95,0.33,-6.15,11.21,3740.0,-19.0,0.0,8.0,-92.0,0.2,0.2,5.0,4.0,-6.07,-4.13,-2.18,1.77,1269.0,4.0,0.0,4.0,-94.0,0.0,0.1,3.0,6.0,10.53,-1.95,2.63,-6.06,1171.0,-1.0,0.0,5.0,-96.0,0.0,0.1,3.0,3.0,-10.49,-3.07,-3.37,14.63,1998.0,-35.0,0.0,7.0,-95.0,0.4,0.1,4.0,3.0,-10.02,-10.02,-1.05,4.47,1797.0,-27.0,0.0,4.0,-93.0,1.1,0.1,2.0,1.0,-16.11,1.09,-3.34,3.42,4988.0,-31.0,0.0,9.0,-90.0,0.6,0.3,6.0,2.0,-13.64,-3.27,0.33,0.92,2483.0,-63.0,0.0,2.0,-81.0,0.7,0.1,4.0,3.0,-19.68,4.28,-20.1,16.19
Mali,289929.0,-13.0,26.0,6.0,21.0,0.8,16.1,3.0,5.0,-9.93,-0.08,-17.73,19.39,10631.0,-8.0,0.0,9.0,-93.0,0.4,0.6,5.0,8.0,-5.89,-1.48,-3.25,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69450.0,-20.0,6.0,14.0,-72.0,0.2,3.9,1.0,1.0,-11.66,-1.42,0.0,1.71,6837.0,-23.0,0.0,0.0,-57.0,1.0,0.4,3.0,2.0,-9.08,3.46,-12.44,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12721.0,-29.0,1.0,13.0,-94.0,0.6,0.7,9.0,4.0,-13.07,0.63,-0.9,-1.3,2040.0,12.0,0.0,4.0,-97.0,0.7,0.1,7.0,4.0,19.79,-1.21,5.61,-10.41,3522.0,16.0,0.0,3.0,-94.0,0.0,0.2,5.0,6.0,7.57,0.54,-2.14,8.77,5662.0,-35.0,0.0,12.0,-97.0,5.6,0.3,5.0,3.0,-16.7,4.72,2.86,-7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7481.0,0.0,0.0,6.0,-92.0,0.9,0.4,5.0,4.0,-3.33,7.29,-10.39,6.45,1176.0,-58.0,0.0,12.0,-99.0,1.5,0.1,3.0,4.0,-19.02,0.71,8.17,-8.73
Mauritania,607716.0,1.0,35.0,8.0,52.0,1.1,141.3,3.0,8.0,-1.27,-1.73,-1.56,7.26,393289.0,-2.0,22.0,9.0,27.0,0.9,91.4,2.0,6.0,0.85,-1.75,-1.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751462.0,-18.0,43.0,19.0,25.0,0.8,174.7,2.0,2.0,-0.49,6.2,-0.02,-7.93
Mauritius,231685.0,17.0,10.0,14.0,-47.0,1.8,183.4,6.0,10.0,9.74,0.11,7.15,4.04,579875.0,-4.0,26.0,12.0,1.0,1.5,459.0,4.0,9.0,1.3,-0.11,-2.85,-1.51,9645.0,-10.0,0.0,2.0,-83.0,1.3,7.6,11.0,4.0,-7.29,1.61,2.01,-3.51,102983.0,0.0,4.0,5.0,-39.0,1.1,81.5,19.0,3.0,-2.8,0.33,3.4,-0.14,94787.0,4.0,4.0,9.0,-65.0,1.2,75.0,6.0,4.0,9.05,0.43,2.57,-6.6,21433.0,8.0,0.0,1.0,-48.0,2.0,17.0,9.0,3.0,15.19,-0.04,-1.22,-8.78,14498.0,-19.0,0.0,6.0,-91.0,1.2,11.5,17.0,4.0,-5.64,0.61,-0.13,-4.71,17419.0,-14.0,0.0,6.0,-88.0,2.7,13.8,24.0,5.0,-9.64,-0.2,1.83,-0.47,119313.0,62.0,5.0,7.0,-48.0,0.9,94.4,2.0,4.0,119.53,0.32,1.01,6.18,16241.0,-9.0,0.0,3.0,-81.0,0.9,12.9,12.0,5.0,-1.1,1.64,-7.31,-0.56,19978.0,26.0,0.0,7.0,-89.0,1.4,15.8,3.0,3.0,184.44,1.5,3.84,-159.31,665373.0,-5.0,30.0,1.0,77.0,1.7,526.6,9.0,6.0,-3.94,0.21,-0.86,-0.56,174067.0,-2.0,7.0,6.0,-29.0,2.0,137.8,16.0,5.0,-2.22,1.4,1.47,-2.08,114798.0,7.0,5.0,15.0,-72.0,1.0,90.9,2.0,4.0,4.19,5.24,19.81,4.14
